"date","Appliances","lights","T1","RH_1","T2","RH_2","T3","RH_3","T4","RH_4","T5","RH_5","T6","RH_6","T7","RH_7","T8","RH_8","T9","RH_9","T_out","Press_mm_hg","RH_out","Windspeed","Visibility","Tdewpoint","rv1","rv2","NSM","WeekStatus","Day_of_week"
"2016-01-11 17:30:00","  50","40","19.890000000000001","46.066666666666698","19.199999999999999","44.590000000000003","19.789999999999999","45.000000000000000","18.890000000000001","45.723333333333301","17.166666666666700","55.090000000000003"," 6.433333333333330017","83.4233333333333036","17.133333333333301","41.289999999999999","18.100000000000001","48.590000000000003","17.000000000000000","45.399999999999999"," 6.2500000000000000e+00","733.79999999999995"," 92.000000000000000"," 6.00000000000000000","51.5000000000000000"," 5.0000000000000000e+00","45.410389499738812447","45.410389499738812447","63000","Weekday","Monday"
"2016-01-11 18:00:00","  60","50","19.890000000000001","45.766666666666701","19.199999999999999","44.500000000000000","19.789999999999999","44.899999999999999","18.890000000000001","45.789999999999999","17.100000000000001","54.966666666666697"," 6.263333333333330089","86.0900000000000034","17.133333333333301","41.200000000000003","18.100000000000001","48.590000000000003","17.000000000000000","45.289999999999999"," 5.9000000000000004e+00","734.10000000000002"," 92.000000000000000"," 5.00000000000000000","40.0000000000000000"," 4.7000000000000002e+00","47.233763430267572403","47.233763430267572403","64800","Weekday","Monday"
"2016-01-11 18:40:00"," 230","70","19.926666666666701","45.863333333333301","19.356666666666701","44.399999999999999","19.789999999999999","44.899999999999999","18.890000000000001","46.430000000000000","17.100000000000001","55.000000000000000"," 6.190000000000000391","87.8666666666667027","17.247499999999999","42.717500000000001","18.100000000000001","48.590000000000003","17.000000000000000","45.289999999999999"," 5.9666666666666703e+00","734.36666666666702"," 91.333333333333300"," 5.66666666666666963","40.0000000000000000"," 4.6333333333333302e+00","10.298728744965046644","10.298728744965046644","67200","Weekday","Monday"
"2016-01-11 18:50:00"," 580","60","20.066666666666698","46.396666666666697","19.426666666666701","44.399999999999999","19.789999999999999","44.826666666666704","19.000000000000000","46.430000000000000","17.100000000000001","55.000000000000000"," 6.123333333333330408","87.9933333333332968","17.530000000000001","44.263333333333300","18.066666666666698","48.633333333333297","16.890000000000001","45.289999999999999"," 5.9833333333333298e+00","734.43333333333305"," 91.166666666666700"," 5.83333333333333037","40.0000000000000000"," 4.6166666666666698e+00"," 8.827837626449763775"," 8.827837626449763775","67800","Weekday","Monday"
"2016-01-11 19:30:00"," 100","10","20.566666666666698","53.893333333333302","20.033333333333299","46.756666666666703","20.100000000000001","48.466666666666697","19.000000000000000","48.490000000000002","17.149999999999999","56.042499999999997"," 5.799999999999999822","88.3666666666667027","17.890000000000001","44.926666666666698","18.149999999999999","49.200000000000003","16.890000000000001","45.326666666666704"," 6.0000000000000000e+00","734.85000000000002"," 89.500000000000000"," 6.00000000000000000","40.0000000000000000"," 4.3499999999999996e+00","24.884962104260921478","24.884962104260921478","70200","Weekday","Monday"
"2016-01-11 19:50:00","  70","30","20.856666666666701","53.659999999999997","20.199999999999999","47.056666666666700","20.199999999999999","48.447499999999998","18.890000000000001","47.963333333333303","17.199999999999999","56.933333333333302"," 5.526666666666669947","87.2999999999999972","17.699999999999999","43.726666666666702","18.356666666666701","50.026666666666699","16.890000000000001","45.289999999999999"," 6.0000000000000000e+00","735.08333333333303"," 88.500000000000000"," 6.00000000000000000","40.0000000000000000"," 4.1833333333333300e+00","49.595304741524159908","49.595304741524159908","71400","Weekday","Monday"
"2016-01-11 20:30:00"," 190","40","20.963333333333299","47.633333333333297","20.260000000000002","45.530000000000001","20.199999999999999","47.026666666666699","19.260000000000002","49.696666666666701","17.666666666666700","79.730000000000004"," 5.500000000000000000","86.9566666666667061","17.533333333333299","42.066666666666698","18.856666666666701","50.289999999999999","16.890000000000001","45.126666666666701"," 6.0000000000000000e+00","735.29999999999995"," 87.500000000000000"," 6.00000000000000000","40.0000000000000000"," 4.0000000000000000e+00","10.607126064132899046","10.607126064132899046","73800","Weekday","Monday"
"2016-01-11 20:40:00"," 110","40","21.033333333333299","47.063333333333297","20.289999999999999","45.223333333333301","20.260000000000002","46.826666666666704","19.323333333333299","49.166666666666700","17.600000000000001","79.256666666666703"," 5.559999999999999609","86.5633333333333042","17.633333333333301","43.633333333333297","18.890000000000001","50.163333333333298","16.890000000000001","45.060000000000002"," 6.0000000000000000e+00","735.33333333333303"," 87.333333333333300"," 6.00000000000000000","40.0000000000000000"," 3.9666666666666699e+00","32.583688304293900728","32.583688304293900728","74400","Weekday","Monday"
"2016-01-11 21:30:00"," 100","20","21.356666666666701","45.826666666666704","20.666666666666700","45.163333333333298","20.390000000000001","46.090000000000003","19.390000000000001","47.500000000000000","18.600000000000001","62.430000000000000"," 5.433333333333330017","86.3266666666666964","17.890000000000001","43.789999999999999","19.199999999999999","49.433333333333302","16.890000000000001","44.789999999999999"," 5.7999999999999998e+00","735.60000000000002"," 87.500000000000000"," 6.00000000000000000","40.0000000000000000"," 3.7999999999999998e+00","19.119397853501141071","19.119397853501141071","77400","Weekday","Monday"
"2016-01-11 22:50:00","  60","20","21.600000000000001","44.200000000000003","21.000000000000000","43.700000000000003","20.500000000000000","45.590000000000003","20.996666666666702","47.030000000000001","19.222500000000000","51.520000000000003"," 6.000000000000000000","84.0600000000000023","17.699999999999999","42.626666666666701","19.289999999999999","49.229999999999997","16.890000000000001","44.500000000000000"," 5.8499999999999996e+00","736.21666666666704"," 87.166666666666700"," 6.83333333333333037","40.0000000000000000"," 3.7833333333333301e+00","33.423336909618228674","33.423336909618228674","82200","Weekday","Monday"
